Target No.,!TITLE!_JAPANESE,,,,,,,,,,,,V,!INDEX!
,,,,,,,,,,,,,,
,单位(厘米),BASE,USER,S,M,L,LL,*,*,*,*,*,埵抲愝掕,%A0002
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T044,胸围保持直线部分长,1,1,1,1,1,1,,,,,,Y/107/108,%A0256
T045,腰围保持直线部分长,2,2,2,2,2,2,,,,,,Y/109/111,%A0348
T047,下栏保持直线部分长,1,1,1,1,1,1,,,,,,Y/114/115,%A0291
T027,夹底保持直线部分长,,,,,,,,,,,,SY/229/230,%A0337
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T039,前后身宽差(前>后),,,,,,,,,,,,X/107/121/X/7/21,%A0268
T067,背加长(后身片),0,1,1,1,1.5,1.5,,,,,,Y/5/2,%A0325
T068,前腋下加长,,,,,,,,,,,,L/115/114/L/114/111/L/111/109/L/109/108/L/108/107,%A0381
,前肩向前或向后回转部分(领部),,,,,,,,,,,,L/101/2051,%A0297
,前肩向前或向后回转部分(肩部),,,,,,,,,,,,L/102/2052,%A0298
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T051,袖山高,,,,,,,,,,,,SY/202/201,%A0290
,袖山留针宽度,,,,,,,,,,,,LL2/224/202/LL2/202/204,%A0356
,袖山留针宽度(半身),,,,,,,,,,,,LL2/224/202,%A0438
,,,,,,,,,,,,,,
,袖山宽度增加部分(上面),,,,,,,,,,,,SX/2322/201,%A0245
,袖山宽度增加部分(下面),,,,,,,,,,,,SX/2321/201,%A0246
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T052,袖山丰满度,,,,,,,,,,,,LL/229/202/2321/LL/202/209/2301,%A0284
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,袖山宽 高度1,,,,,,,,,,,,SY/201/2323,%A0428
,袖山宽1,,,,,,,,,,,,SX/2323/201,%A0429
,袖山宽 高度2,,,,,,,,,,,,SY/201/2322,%A0430
,袖山宽2,,,,,,,,,,,,SX/2322/201,%A0431
,袖山宽 高度3,,,,,,,,,,,,SY/201/2321,%A0432
,袖山宽3,,,,,,,,,,,,SX/2321/201,%A0433
,袖山宽 高度4,,,,,,,,,,,,SY/201/2320,%A0434
,袖山宽4,,,,,,,,,,,,SX/2320/201,%A0435
,袖山宽 高度5,,,,,,,,,,,,SY/201/2319,%A0436
,袖山宽5,,,,,,,,,,,,SX/2319/201,%A0437
,昞帵丗懗嶳暆侾崅偝,,,,,,,,,,,,,
,昞帵丗懗嶳暆侾,,,,,,,,,,,,,
,昞帵丗懗嶳暆2崅偝,,,,,,,,,,,,,
,昞帵丗懗嶳暆2,,,,,,,,,,,,,
,昞帵丗懗嶳暆3崅偝,,,,,,,,,,,,,
,昞帵丗懗嶳暆3,,,,,,,,,,,,,
,昞帵丗懗嶳暆4崅偝,,,,,,,,,,,,,
,昞帵丗懗嶳暆4,,,,,,,,,,,,,
,昞帵丗懗嶳暆5崅偝,,,,,,,,,,,,,
,昞帵丗懗嶳暆5,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T070,袖侧腋下长,,,,,,,,,,,,SY/229/294,%A0341
,,,,,,,,,,,,,,
T031,上臂长位置(和上臂宽成组),,,,,,,,,,,,SY/232/292,%A0236
T030,袖增加宽度(臂宽),,,,,,,,,,,,SX/232/201,%A0327
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,斜肩袖夹宽度,,,,,,,,,,,,L/2401/2447,%A0309
T038,后斜肩袖夹位置,,,,,,,,,,,,LL/2401/2434/2437,%A0238
,斜肩式后中到夹圈下围重叠量,,,,,,,,,,,,L/2468/2406,%A0247
,后斜肩式后中到夹圈下围重叠量,,,,,,,,,,,,L/2407/2481,%A0401
,斜肩式曲线 1,,,,,,,,,,,,L/2461/2462,%A0039
,斜肩式曲线 2,,,,,,,,,,,,L/2464/2465,%A0040
,斜肩式曲线 3,,,,,,,,,,,,-,%A0397
,后斜肩式曲线 1,,,,,,,,,,,,L/2461/2462,%A0398
,后斜肩式曲线 2,,,,,,,,,,,,L/2467/2468,%A0399
,后斜肩式曲线 3,,,,,,,,,,,,-,%A0400
,斜肩袖平行长度,,,,,,,,,,,,L/2435/2461,%A0441
,斜肩式曲线位置1 高度,,,,,,,,,,,,Y/2461/2407,%A0442
,斜肩式曲线位置1 宽度,,,,,,,,,,,,X/2461/2417,%A0443
,斜肩式曲线位置2 高度,,,,,,,,,,,,Y/2463/2407,%A0444
,斜肩式曲线位置2 宽度,,,,,,,,,,,,X/2463/2417,%A0445
,斜肩式曲线位置3 高度,,,,,,,,,,,,Y/2465/2407,%A0446
,斜肩式曲线位置3 宽度,,,,,,,,,,,,X/2465/2417,%A0447
,儔僌儔儞嬋慄懗悺朄倄,,,,,,,,,,,,SY/2663/201,
,儔僌儔儞嬋慄懗悺朄倃,,,,,,,,,,,,SX/2663/201,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,立体袖 肩尺寸,,,,,,,,,,,,L/3441/3443,%A0128
,立体拼角高,,,,,,,,,,,,L/3525/3495,%A0124
,立体拼角 拼角宽,,,,,,,,,,,,L/3525/3526,%A0125
,立体拼角 胸深,,,,,,,,,,,,L/3504/3352,%A0126
,立体袖的膊线宽度,,,,,,,,,,,,L/3477/3476,%A0355
,立体袖 袖山中间宽,,,,,,,,,,,,L/3561/3573,%A0129
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,2.00,,,,,,,,,,,
,,,1.00,,,,,,,,,,,
,马鞍膊宽,,,,,,,,,,,,L/3062/3054,%A0271
,x,,,,,,,,,,,,-,%A0383
,x,,,,,,,,,,,,-,%A0384
,x,,,,,,,,,,,,-,%A0385
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,18.85,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,伞型长度,,,,,,,,,,,,Y/2810/2441,%A0303
,@13 片数,,,,,,,,,,,,-,%A0058
,@52 Parachute total neck circumference,,,,,,,,,,,,-,%A0403
,@55 Parachute total body circumference,,,,,,,,,,,,-,%A0406
,@53 Parachute total length,,,,,,,,,,,,-,%A0404
,@54 Parachute start length,,,,,,,,,,,,-,%A0405
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,腰部打褶位置(X),,0.00,,,,,,,,,,X/132/120,%A0419
,腰部打褶位置(Y),,0.00,,,,,,,,,,Y/144/101,%A0420
,腰部打褶宽度,,0.00,,,,,,,,,,X/134/132,%A0421
,腰部打褶长(上),,0.00,,,,,,,,,,Y/144/133,%A0422
,腰部打褶长(下),,,,,,,,,,,,Y/145/144,%A0423
,腰部打褶调整(上),,0.00,,,,,,,,,,X/133/144,%A0424
,腰部打褶调整(下),,0.00,,,,,,,,,,X/145/144,%A0425
,腰部打褶直线部分长,,0.00,,,,,,,,,,Y/141/143,%A0426
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,维持三角形拼角形状,,,,,,,,,,,,-,%A0113
,三角形拼角宽,,,,,,,,,,,,X/260/263,%A0277
,三角形拼角上方高,,,,,,,,,,,,Y/263/260,%A0276
,三角形拼角下方高,,,,,,,,,,,,Y/263/262,%A0274
,三角形拼角下方顶点宽,,,,,,,,,,,,X/262/263,%A0275
,三角形拼角下胸宽,,,,,,,,,,,,BX/108/121,%A0019
,三角形拼角下袖宽,,,,,,,,,,,,SX/230/201,%A0020
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,@51 片数,,,,,,,,,,,,-,%C8010
,交界位置处长度,,,,,,,,,,,,C_L/6601/6871,%C8015
,@48 交界位置处宽度,,,,,,,,,,,,C_L/6601/6631,%C8007
,@32 袖口长,,,,,,,,,,,,C_L/6870/6871,%C8004
,@50 袖口宽 (下),,,,,,,,,,,,C_L_ALL2/6898/6871,%C8009
,接片长尺寸(袖口),,,,,,,,,,,,C_L/6772/6830,%C8017
,交界位置处直线尺寸,,,,,,,,,,,,C_L/6602/6831,%C8016
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,@43 前襟长,,,,,,,,,,,,-,%A0094
,@42 前襟宽,,,,,,,,,,,,L/1270/1271,%A0093
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,全部钮扣个数,,,,,,,,,,,,-,%A0410
,领子钮扣个数,,,,,,,,,,,,-,%A0416
,第一个钮扣位置,,,,,,,,,,,,Y/1281/1260,%A0411
,最后一个钮扣位置,,,,,,,,,,,,Y/1264/1290,%A0412
,倒数第二个钮扣位置,,,,,,,,,,,,-,%A0417
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,@20 片数(喇叭裙),,,,,,,,,,,,-,%B7011
,裤长,,,,,,,,,,,,Y/4792/4751,%B7052
T056,裙长,,,,,,,,,,,,Y/1804/1807,%B7053
,@26 腰宽(裙子/裤子),,,,,,,,,,,,BX/1804/1843,%B7014
,,,,,,,,,,,,,,
T055,腰宽(拉长),,,,,,,,,,,,BX/1804/1843,%B7044
T058,裙后浪深,,,,,,,,,,,,Y/1854/1850,%B7055
,臀高(距腰线)(裙子/裤子),,,,,,,,,,,,Y/4751/4766,%B7047
,臀宽(裙子/裤子),,,,,,,,,,,,BX/4766/4756,%B7048
,膝位置由顶度下,,,,,,,,,,,,Y/4792/4767,%B7049
,膝宽,,,,,,,,,,,,L/4767/4760,%B7050
,@31 下摆长(裙子/裤子),,,,,,,,,,,,Y/1808/1805,%B7016
,@49 罗纹宽(裙子/裤子),,,,,,,,,,,,X/4762/4763,%B7064
,@49 裙脚宽(前及后),,,,,,,,,,,,-,%B7019
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,@68 腰带长,,,,,,,,,,,,Y/554/555,%B7040
,@69 皮带种类,,,,,,,,,,,,-,%B7002
,不同腰带部件,,,,,,,,,,,,-,%B7060
,x,,,,,,,,,,,,X/606/608,%B7059
T057,褶位由后中度(裙子/裤子),,,,,,,,,,,,X/552/550,%B7043
,腰褶长(裙子/裤子),,,,,,,,,,,,Y/550/553,%B7056
,腰褶宽(裙子/裤子),,,,,,,,,,,,X/552/562,%B7057
,裙长(直度),,,,,,,,,,,,Y/1821/1806,%B7054
,x,,,,,,,,,,,,-,%B7061
,x,,,,,,,,,,,,-,%B7062
,修改腰围曲线,,,,,,,,,,,,-,%B7063
,x,,,,,,,,,,,,-,%A0357
,平收宽度(裤子),,,,,,,,,,,,X/4757/4758,%B7041
,浪顶长,,,,,,,,,,,,Y/4754/4758,%B7051
,浪顶宽,,,,,,,,,,,,X/4765/4758,%B7042
,@22 Machi type(Pants),,,,,,,,,,,,-,%B7012
,后浪高差,,,,,,,,,,,,Y/4701/4704,%B7039
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
T059,周长/头部宽度,,,,,,,,,,,,RepX/2/2/RepX/5/5,%A0285
T060,周长放松量,,,,,,,,,,,,RepX/2/2/RepX/5/5,%A0269
,长度,,,,,,,,,,,,Y/1/11,%A0338
T061,片长,,,,,,,,,,,,Y/1/6,%A0287
T062,片宽调整,,,,,,,,,,,,X/8/1,%A0235
,@44 接片形狀類型(1或2),,,,,,,,,,,,-,%A0096
,@64 接片形狀類型(0或1),,,,,,,,,,,,-,%A0270
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,$ (衫身高),,,,,,,,,,,,-,%A0010
,前领周长,,17.20,,,,,,,,,,-,%A0407
,后领周长,,8.66,,,,,,,,,,-,%A0408
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,$ (夹圈垂直高量度),,18.85,,,,,,,,,,Y/102/107,%A0018
,$ (前夹圈深),,18.85,,,,,,,,,,-,%A0007
,$ (后夹圈深),,19.85,,,,,,,,,,-,%A0005
,$ (身片周长),,43.79,,,,,,,,,,-,%A0011
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,-,,,,,,,,,,,,-,%A0409
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,$ (袖山周长),,,,,,,,,,,,-,%A0012
T041,$ (袖山高),,,,,,,,,,,,-,%A0008
,$ (袖山丰满度),,,,,,,,,,,,-,%A0004
,$ (袖山收口),,,,,,,,,,,,-,%A0009
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,$ (三角形拼角上胸宽),,,,,,,,,,,,BX/106/121/BX/263/260,%A0021
T015,$ (斜肩式长的夹圈高度),,,,,,,,,,,,L/2407/2447,%A0014
T053,$ (斜肩式线长的袖拢高度: 后领中线～),,,,,,,,,,,,L/2407/2431,%A0013
T054,$ (袖长: 后领中线～袖口),,,,,,,,,,,,L/2497/2431,%A0017
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,@11 Style,81,81,81,81,81,81,81,81,81,81,81,-,%A0001
G001,@3# 针数(目),30,70,70,70,70,70,70,70,70,70,70,-,%A0072
G002,@4# 针数,10,10,10,10,10,10,10,10,10,10,10,-,%A0087
G003,@5# 行数(目),40,80,80,80,80,80,80,80,80,80,80,-,%A0100
G004,@6# 行数,10,10,10,10,10,10,10,10,10,10,10,-,%A0101
,,,,,,,,,,,,,,
,@11 僗僞僀儖B,,,,,,,,,,,,-,-
,@3# 僎乕僕X栚悢B,,,,,,,,,,,,-,-
,@4# 僎乕僕X悺朄B,,,,,,,,,,,,-,-
,@5# 僎乕僕Y栚悢B,,,,,,,,,,,,-,-
,@6# 僎乕僕Y悺朄B,,,,,,,,,,,,-,-
,,,,,,,,,,,,,,
,@11 僗僞僀儖C,,,,,,,,,,,,-,-
,@3# 僎乕僕X栚悢C,,,,,,,,,,,,-,-
,@4# 僎乕僕X悺朄C,,,,,,,,,,,,-,-
,@5# 僎乕僕Y栚悢C,,,,,,,,,,,,-,-
